233.000,62.000,22.000,30.000
233.000,62.000,23.000,30.000
233.000,61.000,24.000,29.000
232.000,61.000,25.000,29.000
232.000,61.000,25.000,29.000
232.000,61.000,26.000,29.000
232.000,61.000,26.000,29.000
231.000,61.000,27.000,29.000
231.000,62.000,27.000,29.000
231.000,61.000,27.000,29.000
231.000,61.000,27.000,29.000
230.000,61.000,28.000,29.000
231.000,61.000,28.000,29.000
231.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,60.000,28.000,30.000
231.000,61.000,28.000,30.000
231.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,59.000,28.000,30.000
229.000,59.000,28.000,30.000
229.000,59.000,28.000,30.000
229.000,59.000,28.000,30.000
229.000,59.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
228.000,60.000,28.000,30.000
228.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
230.000,59.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,59.000,28.000,30.000
229.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
229.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,60.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
231.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
229.000,61.000,28.000,30.000
229.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
229.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
229.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
229.000,61.000,28.000,30.000
229.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
229.000,63.000,28.000,30.000
229.000,62.000,28.000,30.000
229.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,63.000,28.000,30.000
231.000,63.000,28.000,30.000
231.000,62.000,28.000,30.000
230.000,63.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,61.000,28.000,30.000
231.000,61.000,28.000,30.000
232.000,61.000,28.000,30.000
232.000,61.000,28.000,30.000
232.000,61.000,28.000,30.000
231.000,61.000,28.000,30.000
232.000,61.000,28.000,30.000
232.000,61.000,28.000,30.000
231.000,61.000,28.000,30.000
232.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,63.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,61.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
230.000,61.000,28.000,30.000
231.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
231.000,62.000,28.000,30.000
231.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,61.000,28.000,30.000
230.000,62.000,28.000,30.000
